label,text,clean_text,length
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out,160
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,enjoy the jamster videosound gold club with your credits for 2 new videosounds2 logosmusicnews get more fun from jamstercouk 16only help call 09701213186 ,163
ham,But pls dont play in others life.,but pls dont play in others life,33
ham,Jason says it's cool if we pick some up from his place in like an hour,jason says its cool if we pick some up from his place in like an hour,70
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,its on in engalnd but telly has decided it wont let me watch it and mia and elliot were kissing damn it,107
ham,I've reached sch already...,ive reached sch already,27
ham,Unni thank you dear for the recharge..Rakhesh,unni thank you dear for the rechargerakhesh,45
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas,129
ham,"Hey elaine, is today's meeting still on?",hey elaine is todays meeting still on,40
ham,If u dun drive then how i go 2 sch.,if u dun drive then how i go 2 sch,35
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,the greatest test of courage on earth is to bear defeat without losing heartgn tc,85
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",a boy was late 2 home his father power of frndship,54
ham,"Aight, let me know when you're gonna be around usf",aight let me know when youre gonna be around usf,50
ham,Then why you not responding,then why you not responding,27
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaabe i misss youuuuu  where are you  i have to go and teach my class at 5 ,84
ham,Okie...,okie,7
ham,I surely dont forgot to come:)i will always be in touch in with you:-),i surely dont forgot to comei will always be in touch in with you,70
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here httpwap xxxmobilemovieclubcomnqjkgighjjgcbl,149
ham,"Yeah, we got one lined up for us",yeah we got one lined up for us,32
ham,Ok leave no need to ask,ok leave no need to ask,23
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,how u doin baby girl  hope u are okay every time i call ure phone is off i miss u get in touch,97
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,500 free text msgs just text ok to 80488 and well credit your account,71
ham,So i'm doing a list of buyers.,so im doing a list of buyers,30
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand,166
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd 08700621170150p per msg reply stop to end,159
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,all these nice new shirts and the only thing i can wear them to is nudist themed  you in mu,95
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,updatenow  12mths half price orange line rental 400minscall mobileupd8 on 08000839402 or call2optoutj5q,110
spam,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,xmas iscoming  ur awarded either 500 cd gift vouchers  free entry 2 r 100 weekly draw txt music to 87066 tnc wwwldewcom1win150ppmx3age16subscription ,155
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,yeah i got a list with only u and joanna if im feeling really anti social,75
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",oh i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb okie lor u call me when ready,125
ham,Now get step 2 outta the way. Congrats again.,now get step 2 outta the way congrats again,45
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,hi im sue i am 20 years old and work as a lapdancer i love sex text me live  im i my bedroom now text sue to 89555 by textoperator g2 1da 150ppmsg 18,158
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply or call now 08000930705 del thurs,143
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,is there a reason weve not spoken this year anyways have a great week and all the best in your exam,101
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",england v macedonia  dont miss the goalsteam news txt ur national team to 87077 eg england to 87077 trywales scotland 4txt120 poboxox36504w45wq 16,155
ham,How much are we getting?,how much are we getting,24
ham,"I'm outside islands, head towards hard rock and you'll run into me",im outside islands head towards hard rock and youll run into me,66
ham,Yeah confirmed for you staying at  that weekend,yeah confirmed for you staying at  that weekend,47
ham,"Aight yo, dats straight dogg",aight yo dats straight dogg,28
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear,151
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer  double mins  double txt on best orange tariffs and get latest camera phones 4 free call mobileupd8 free on 08000839402 now or 2stoptxt tcs,160
ham,"not that I know of, most people up here are still out of town",not that i know of most people up here are still out of town,61
ham,"Awesome, that gonna be soon or later tonight?",awesome that gonna be soon or later tonight,45
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",two fundamentals of cool life walk like you are the king or walk like you dont carewhoever is the king gud nyt,125
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",yeah theres barely enough room for the two of us x has too many fucking shoes sorry man see you later,105
ham,"I just got home babe, are you still awake ?",i just got home babe are you still awake ,43
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan for any purpose 500  75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,162
ham,I knew it... U slept v late yest? Wake up so late...,i knew it u slept v late yest wake up so late,52
ham,"see you then, we're all christmassy here!",see you then were all christmassy here,41
ham,Crucify is c not s. You should have told me earlier.,crucify is c not s you should have told me earlier,52
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,freemsg 1month unlimited free calls activate smartcall txt call to no 68866 subscriptn3gbpwk unlimited calls help 08448714184 stoptxt stop landlineonly,160
ham,Now got tv 2 watch meh? U no work today?,now got tv 2 watch meh u no work today,40
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,so li hai me bored now da lecturer repeating last weeks stuff waste time ,79
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,saw guys and dolls last night with patrick swayze it was great,62
ham,Networking job is there.,networking job is there,24
ham,"Just checked out, heading out to drop off my stuff now",just checked out heading out to drop off my stuff now,54
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,93
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words ,140
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",the lay man just to let you know you are missed and thought off do have a great day and if you can send me bimbo and ugos numbers ill appreciate safe,155
ham,Somebody should go to andros and steal ice,somebody should go to andros and steal ice,42
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",just got some gas money any chance you and the gang want to go on a grand nature adventure,92
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,anyway seriously hit me up when youre back because otherwise i have to light up with armand and he always has shit andor is vomiting,134
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,carlos says hell be at mu in  ltgt  minutes,49
ham,Anything...,anything,11
ham,S.this will increase the chance of winning.,sthis will increase the chance of winning,43
ham,Haha okay... Today weekend leh... ,haha okay today weekend leh ,34
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",will do you gonna be at blakes all night i might be able to get out of here a little early,93
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",mmmmm  it was sooooo good to wake to your words this morning my love mmmm fuck  i love you too my lion  devouring kiss from across the sea,153
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,private your 2003 account statement for shows 800 unredeemed s i m points call 08719899230 identifier code 41685 expires 071104,136
ham,I not busy juz dun wan 2 go so early.. Hee.. ,i not busy juz dun wan 2 go so early hee ,45
ham,Mom wants to know where you at,mom wants to know where you at,30
ham,What * u wearing?,what  u wearing,17
ham,Erm. I thought the contract ran out the4th of october.,erm i thought the contract ran out the4th of october,54
ham,Yes:)here tv is always available in work place..,yeshere tv is always available in work place,48
ham,Dear got bus directly to calicut,dear got bus directly to calicut,32
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,sounds like a plan cardiff is still here and still cold im sitting on the radiator,86
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,you can donate 250 to unicefs asian tsunami disaster support fund by texting donate to 864233 250 will be added to your next bill,135
ham,Thank u!,thank u,8
ham,Are you wet right now?,are you wet right now,22
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",dude u knw also teluguthts gudk gud nyt,46
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale  ,105
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,dear subscriber ur draw 4 100 gift voucher will b entered on receipt of a correct ans when was elvis presleys birthday txt answer to 80062,141
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",welcome to select an o2 service with added benefits you can now call our specially trained advisors free from your mobile by dialling 402,140
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow i am not going to theatre   so i can come wherever u call me   tell me where and when to come tomorrow,117
ham,Going to take your babe out ?,going to take your babe out ,29
ham,Cps is causing the outages to conserve energy.,cps is causing the outages to conserve energy,46
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",hey thk we juz go accordin to wat we discussed yest lor except no kb on sun cos theres nt much lesson to go if we attend kb on sat,141
ham,Wot about on wed nite I am 3 then but only til 9!,wot about on wed nite i am 3 then but only til 9,49
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",good morning im suffering from fever and dysentry will not be able to come to office today,94
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,i don know account detailsi will ask my mom and send youmy mom is out of reach now,86
ham,How come she can get it? Should b quite diff to guess rite...,how come she can get it should b quite diff to guess rite,61
ham,Draw va?i dont think so:),draw vai dont think so,25
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,i enjoy watching and playing football and basketball anything outdoors and you,81
ham,Where is it. Is there any opening for mca.,where is it is there any opening for mca,42
ham,Where at were hungry too,where at were hungry too,24
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,loans for any purpose even if you have bad credit tenants welcome call noworriesloanscom on 08717111821,106
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,never y lei i v lazy got wat dat day  send me da url cant work one,77
ham,"sorry brah, just finished the last of my exams, what up",sorry brah just finished the last of my exams what up,55
ham,Wanna do some art?! :D,wanna do some art d,22
ham,Just finished eating. Got u a plate. NOT leftovers this time.,just finished eating got u a plate not leftovers this time,61
ham,"Sorry, I'll call later",sorry ill call later,22
ham,Which is weird because I know I had it at one point,which is weird because i know i had it at one point,51
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct,145
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,its like that hotel dusk game i think you solve puzzles in a area thing,72
ham,U don't remember that old commercial?,u dont remember that old commercial,37
ham,Will be out of class in a few hours. Sorry,will be out of class in a few hours sorry,42
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,dont know supports ass and srt i thnk i think ps3 can play through usb too,75
ham,Hey are you angry with me. Reply me dr.,hey are you angry with me reply me dr,39
ham,No break time one... How... I come out n get my stuff fr ü?,no break time one how i come out n get my stuff fr ,59
ham,K.:)do it at evening da:)urgent:),kdo it at evening daurgent,33
ham,Cos daddy arranging time c wat time fetch ü mah...,cos daddy arranging time c wat time fetch  mah,50
ham,"Haha awesome, omw back now then",haha awesome omw back now then,31
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,omg you can make a wedding chapel in frontierville why do they get all the good stuff,87
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",a gram usually runs like  ltgt  a half eighth is smarter though and gets you almost a whole second gram for  ltgt,124
ham,I am going to sleep. I am tired of travel.,i am going to sleep i am tired of travel,42
ham,Well there's still a bit left if you guys want to tonight,well theres still a bit left if you guys want to tonight,57
ham,"K so am I, how much for an 8th? Fifty?",k so am i how much for an 8th fifty,38
ham,"Cool, I'll text you in a few",cool ill text you in a few,28
ham,K. I will sent it again,k i will sent it again,23
ham,Do you like Italian food?,do you like italian food,25
ham,"Omw back to tampa from west palm, you hear what happened?",omw back to tampa from west palm you hear what happened,57
ham,Take us out shopping and Mark will distract Isaiah.=D,take us out shopping and mark will distract isaiahd,53
ham,He remains a bro amongst bros,he remains a bro amongst bros,29
ham,Should I head straight there or what,should i head straight there or what,36
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,there are some nice pubs near here or there is frankie n bennys near the warner cinema,87
ham,Ok. I asked for money how far,ok i asked for money how far,29
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop,329
ham,Oh k:)after that placement there ah?,oh kafter that placement there ah,36
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,im so in love with you im excited each day i spend with you you make me so happy,85
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more infowww100percentrealcom,155
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,hope you are having a great new semester do wish you the very best you are made for greatness,96
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,shes fine i have had difficulties with her phone it works with mine can you pls send her another friend request,116
ham,"I'm home, my love ... If your still awake ... *loving kiss*",im home my love  if your still awake  loving kiss,59
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",a famous quote  when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it means you are  married,169
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),a pure hearted person can have a wonderful smile that makes even hisher enemies to feel guilty for being an enemy so catch the world with your smile goodmorning amp have a smiley sunday,198
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",i guess thats why you re worried you must know that theres a way the body repairs itself and im quite sure you shouldnt worry well take it slow first the tests they will guide when your ovulation is then just relax nothing youve said is a reason to worry but ill keep on followin you up,300
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,dont fret ill buy the ovulation test strips and send them to you you wont get them til like march can you send me your postal addressull be alrightokay,160
ham,"Sorry my roommates took forever, it ok if I come by now?",sorry my roommates took forever it ok if i come by now,56
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",good good billy mates all gone just been jogging again did enjoy concert,77
ham,Lol yeah at this point I guess not,lol yeah at this point i guess not,34
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,let there be snow let there be snow this kind of weather brings ppl together so friendships can grow,103
ham,As if i wasn't having enough trouble sleeping.,as if i wasnt having enough trouble sleeping,46
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,send this to ur friends and receive something about ur voice how is my speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful of attitude 6romantic 7shy 8attractive 9funny  ltgt irritating  ltgt lovable reply me,248
ham,Enjoy urself tmr...,enjoy urself tmr,19
ham,Ya that one is slow as poo,ya that one is slow as poo,26
ham,Except theres a chick with huge boobs.,except theres a chick with huge boobs,38
ham,Ok which your another number,ok which your another number,28
ham,Ok...,ok,5
ham,Otherwise had part time job na-tuition..,otherwise had part time job natuition,40
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,been running but only managed 5 minutes and then needed oxygen might have to resort to the roller option,106
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",your chance to be on a reality fantasy show call now  08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national  rate call,152
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,my love  i hope your not doing anything drastic dont you dare sell your pc or your phone ,97
ham,"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.""",hey das cool iknow all 2 wellda peril of studentfinancial crisisspk 2 u l8r,82
ham,U calling me right? Call my hand phone...,u calling me right call my hand phone,41
ham,1 in cbe. 2 in chennai.,1 in cbe 2 in chennai,23
ham,Went fast asleep dear.take care.,went fast asleep deartake care,32
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,should i buy him a blackberry bold 2 or torch should i buy him new or used let me know plus are you saying i should buy the  ltgt g wifi ipad and what are you saying about the about the  ltgt g,208
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,congratulations youve won youre a winner in our august 1000 prize draw call 09066660100 now prize code 2309,114
ham,God bless.get good sleep my dear...i will pray!,god blessget good sleep my deari will pray,47
ham,"yeah, that's what I was thinking",yeah thats what i was thinking,32
ham,Lmao ok I wont be needing u to do my hair anymore.,lmao ok i wont be needing u to do my hair anymore,50
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,fancy a shag i dointerested sextextukcom txt xxuk suzy to 69876 txts cost 150 per msg tncs on website x,111
ham,In which place i can get rooms cheap:-),in which place i can get rooms cheap,39
ham,Yes. Last  practice,yes last  practice,19
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.,its  ltgt k here oh should i send home for sale,54
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",aiyo her lesson so early im still sleepin haha okie u go home liao den confirm w me lor,102
ham,"K, want us to come by now?",k want us to come by now,26
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",5 free top polyphonic tones call 087018728737 national rate get a toppoly tune sent every week just text subpoly to 81618 3 per pole unsub 08718727870,157
ham,I'm very happy for you babe ! Woo hoo party on dude!,im very happy for you babe  woo hoo party on dude,52
ham,* Am on a train back from northampton so i'm afraid not!, am on a train back from northampton so im afraid not,56
ham,No. Did you multimedia message them or e-mail?,no did you multimedia message them or email,46
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,great news call freefone 08006344447 to claim your guaranteed 1000 cash or 2000 gift speak to a live operator now,118
ham,Why de. You looking good only:-)..,why de you looking good only,34
ham,"""ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX""",me 2 babe i feel the same lets just 4get about itboth try cheer upnot fit soo muchxxlove u locaxx,102
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill,107
ham,Bring it if you got it,bring it if you got it,22
ham,Dunno lei he neva say...,dunno lei he neva say,24
ham,Wat happened to the cruise thing,wat happened to the cruise thing,32
ham,I donno its in your genes or something,i donno its in your genes or something,38
ham,"I can't, I don't have her number!",i cant i dont have her number,33
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,well theres not a lot of things happening in lindsay on new years sighs some bars in ptbo and the blue heron has something going,131
ham,"Aight that'll work, thanks",aight thatll work thanks,26
ham,Wif my family booking tour package.,wif my family booking tour package,35
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,where are you  what are you doing  are yuou working on getting the pc to your moms  did you find a spot that it would work  i need you,139
ham,Just nw i came to hme da..,just nw i came to hme da,26
ham,You are right. Meanwhile how's project twins comin up,you are right meanwhile hows project twins comin up,53
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,aiyah e rain like quite big leh if drizzling i can at least run home,70
ham,Yup next stop.,yup next stop,14
ham,Din i tell u jus now 420,din i tell u jus now 420,24
ham,Good night my dear.. Sleepwell&amp;Take care,good night my dear sleepwellamptake care,44
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 wwwringtonescouk the original n best tones 3gbp network operator rates apply,155
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,get down in gandhipuram and walk to cross cut road right side ltgt street road and turn at first right,109
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",wan2 win a meetgreet with westlife 4 u or a m8 they are currently on what tour 1unbreakable 2untamed 3unkempt text 12 or 3 to 83049 cost 50p std text,161
ham,What you need. You have a person to give na.,what you need you have a person to give na,44
ham,"I've got ten bucks, jay is being noncomittal",ive got ten bucks jay is being noncomittal,44
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,dunno lei i might b eatin wif my frens if  wan to eat then i wait 4  lar,80
ham,Went to ganesh dress shop,went to ganesh dress shop,25
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",im tired of arguing with you about this week after week do what you want and from now on ill do the same,109
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,bishan lar nearer no need buy so early cos if buy now i gotta park my car,79
ham,Did you stitch his trouser,did you stitch his trouser,26
ham,Ok i msg u b4 i leave my house.,ok i msg u b4 i leave my house,31
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,nooooooo im gonna be bored to death all day cable and internet outage,72
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",save yourself the stress if the person has a dorm account just send your account details and the money will be sent to you,125
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",lol  grins  im not babe but thanks for thinking of me,62
ham,Hi..i got the money da:),hii got the money da,24
ham,"Same, I'm at my great aunts anniversary party in tarpon springs",same im at my great aunts anniversary party in tarpon springs,63
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,private your 2004 account statement for 07742676969 shows 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires,144
ham,Dont let studying stress you out. L8r.,dont let studying stress you out l8r,38
ham,Nt joking seriously i told,nt joking seriously i told,26
ham,Ok then no need to tell me anything i am going to sleep good night,ok then no need to tell me anything i am going to sleep good night,66
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,if you arent here in the next  ltgt  hours imma flip my shit,66
ham,How come i din c ü... Yup i cut my hair...,how come i din c  yup i cut my hair,42
ham,Hi where you. You in home or calicut?,hi where you you in home or calicut,37
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,hi mate its rv did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roadsrvx,129
ham,I can make lasagna for you... vodka...,i can make lasagna for you vodka,38
ham,Sos! Any amount i can get pls.,sos any amount i can get pls,30
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl,148
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,rightio 1148 it is then well arent we all up bright and early this morning,78
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",8 at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try,99
ham,Then ü come n pick me at 530 ar?,then  come n pick me at 530 ar,32
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit wwwwin82050couk,132
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,i couldnt say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night,150
ham,K. I will sent it again,k i will sent it again,23
